ID,Education,Marital_Status,Income,Kidhome,Teenhome,Parent?,Dt_Customer,Month Joined,Year Joined,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Accepted or Not,Complain,Z_CostContact,Z_Revenue,Response,Age,AgeGroup,index,Frequency,Recency,Monetary,Cluster,R,F,M,RFM_SCORE,Segment
5396,Graduation,Married,68487.0,0,0,0,13-01-2013,1,2013,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,3,11,0,26,21-30,1272,30,48,1366,1,3,5,5,355,355
7119,Graduation,Single,68627.0,0,0,0,12-01-2013,1,2013,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,3,11,0,32,31-40,1273,12,45,825,2,3,3,4,334,334
8755,Master,Married,68657.0,0,0,0,20-02-2013,2,2013,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,3,11,0,68,61-70,1274,18,4,1196,2,5,4,5,545,545
3428,PhD,Together,68682.0,0,0,0,06-10-2013,10,2013,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,3,11,0,23,21-30,1275,24,56,1598,1,3,5,5,355,355
4500,PhD,Together,68682.0,0,0,0,06-10-2013,10,2013,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,3,11,0,23,21-30,1276,24,56,1598,1,3,5,5,355,355
6870,PhD,Divorced,68805.0,0,1,1,17-09-2013,9,2013,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,3,11,0,55,51-60,1277,12,73,283,0,2,3,3,233,233
10727,PhD,Married,69084.0,1,0,1,19-11-2013,11,2013,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,3,11,0,44,41-50,1278,25,43,1586,1,3,5,5,355,355
5299,PhD,Married,69084.0,1,0,1,19-11-2013,11,2013,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,3,11,0,44,41-50,1279,25,43,1586,1,3,5,5,355,355
4477,Graduation,Together,69096.0,0,1,1,27-09-2013,9,2013,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,3,11,0,56,51-60,1280,18,4,653,2,5,4,4,544,544
4475,PhD,Married,69098.0,0,0,0,16-02-2013,2,2013,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,3,11,0,65,61-70,1281,25,82,2440,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
2254,Graduation,Married,69520.0,0,0,0,07-07-2013,7,2013,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,3,11,0,31,31-40,1282,21,95,1455,1,1,4,5,145,145
3834,Graduation,Single,69627.0,0,1,1,17-03-2013,3,2013,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,3,11,0,52,51-60,1283,23,35,861,2,4,5,4,454,454
1184,PhD,Divorced,69674.0,0,2,1,22-05-2013,5,2013,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,3,11,0,46,41-50,1284,25,46,845,2,3,5,4,354,354
1570,PhD,Together,69702.0,0,1,1,19-02-2013,2,2013,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,3,11,0,63,61-70,1285,26,8,1039,2,5,5,4,554,554
10711,Graduation,Married,69755.0,0,0,0,02-10-2013,10,2013,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,3,11,0,69,61-70,1286,22,23,894,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
9185,PhD,Single,69759.0,0,0,0,28-10-2013,10,2013,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,0,3,11,1,48,41-50,1287,18,38,1029,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
8602,Graduation,Divorced,69932.0,0,1,1,12-06-2013,6,2013,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,3,11,0,50,51-60,1288,26,97,1049,2,1,5,4,154,154
1232,PhD,Together,70038.0,0,0,0,25-10-2013,10,2013,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,3,11,0,32,31-40,1289,17,54,1244,2,3,3,5,335,335
2345,PhD,Together,70038.0,0,0,0,25-10-2013,10,2013,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,3,11,0,32,31-40,1290,17,54,1244,2,3,3,5,335,335
10092,Graduation,Divorced,70044.0,0,1,1,18-02-2013,2,2013,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,3,11,0,60,61-70,1291,26,46,1504,1,3,5,5,355,355
8925,Master,Married,70053.0,0,1,1,03-07-2013,7,2013,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,3,11,0,49,41-50,1292,26,38,1012,2,4,5,4,454,454
9029,PhD,Married,70116.0,0,0,0,26-01-2013,1,2013,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,3,11,0,42,41-50,1293,23,73,1536,1,2,5,5,255,255
7851,Graduation,Widow,70165.0,0,0,0,22-09-2013,9,2013,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,3,11,0,65,61-70,1294,22,60,926,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
2793,PhD,Divorced,70179.0,0,1,1,21-07-2013,7,2013,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,3,11,0,38,31-40,1295,26,10,1034,2,5,5,4,554,554
1071,PhD,Divorced,70179.0,0,1,1,21-07-2013,7,2013,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,3,11,0,38,31-40,1296,26,10,1034,2,5,5,4,554,554
10383,Graduation,Divorced,70287.0,0,0,0,02-04-2013,4,2013,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,0,3,11,1,48,41-50,1297,21,30,1093,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
5080,Graduation,Single,70515.0,0,0,0,21-10-2013,10,2013,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,0,3,11,1,21,21-30,1298,17,12,1258,2,5,3,5,535,535
2181,Graduation,Married,70617.0,0,0,0,23-06-2013,6,2013,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,3,11,0,44,41-50,1299,14,45,1280,2,3,3,5,335,335
10868,Graduation,Widow,70792.0,0,0,0,06-02-2013,2,2013,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,3,11,0,63,61-70,1300,19,82,1272,2,1,4,5,145,145
6131,2n Cycle,Married,70829.0,1,1,1,01-12-2013,12,2013,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,3,11,0,34,31-40,1301,16,87,431,0,1,3,3,133,133
3388,Graduation,Divorced,70844.0,1,1,1,30-10-2013,10,2013,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,3,11,0,47,41-50,1302,17,16,294,0,5,3,3,533,"Potential High Value Customers - Moderate recency, frequent, and high spenders"
3254,Graduation,Married,70886.0,1,0,1,14-10-2013,10,2013,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,3,11,0,43,41-50,1303,14,65,960,2,2,3,4,234,234
6320,Master,Single,70893.0,0,0,0,06-02-2013,2,2013,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,3,11,0,38,31-40,1304,23,42,1508,1,3,5,5,355,355
0,Graduation,Married,70951.0,0,0,0,04-05-2013,5,2013,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,3,11,0,29,21-30,1305,17,66,1198,2,2,3,5,235,235
10678,Graduation,Together,71232.0,0,1,1,28-11-2013,11,2013,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,3,11,0,55,51-60,1306,25,91,917,2,1,5,4,154,154
4837,PhD,Married,71322.0,0,1,1,16-02-2013,2,2013,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,3,11,0,49,41-50,1307,28,57,1305,1,3,5,5,355,355
4607,Graduation,Together,71367.0,0,0,0,23-08-2013,8,2013,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,3,11,0,55,51-60,1308,17,24,777,2,4,3,4,434,434
4944,Graduation,Together,71367.0,0,0,0,23-08-2013,8,2013,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,3,11,0,55,51-60,1309,17,24,777,2,4,3,4,434,434
9904,Graduation,Married,71391.0,0,1,1,29-03-2013,3,2013,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,3,11,0,58,51-60,1310,28,50,1043,2,3,5,4,354,354
1491,2n Cycle,Together,71488.0,0,0,0,18-02-2013,2,2013,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,3,11,0,49,41-50,1311,16,87,559,2,1,3,3,133,133
9780,Master,Together,71499.0,0,1,1,25-06-2013,6,2013,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,3,11,0,43,41-50,1312,26,12,795,2,5,5,4,554,554
4141,Graduation,Together,71613.0,0,0,0,21-08-2013,8,2013,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,3,11,0,49,41-50,1313,21,26,776,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
8969,Graduation,Married,71855.0,0,1,1,16-01-2013,1,2013,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,3,11,0,37,31-40,1314,25,59,1141,2,2,5,4,254,254
2712,Graduation,Married,71866.0,0,1,1,25-12-2013,12,2013,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,3,11,0,58,51-60,1315,20,85,715,2,1,4,4,144,144
2002,Graduation,Divorced,71964.0,0,0,0,20-05-2013,5,2013,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,3,11,0,56,51-60,1316,17,81,1870,1,1,3,5,135,"Promising Customers - High recency, moderate frequency, and low spenders"
6721,Graduation,Married,71965.0,0,1,1,29-07-2013,7,2013,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,3,11,0,63,61-70,1317,17,21,1213,2,4,3,5,435,435
10582,Graduation,Married,72063.0,0,1,1,03-07-2013,7,2013,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,3,11,0,35,31-40,1318,21,3,758,2,5,4,4,544,544
10177,Graduation,Divorced,72071.0,0,1,1,14-02-2013,2,2013,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,3,11,0,60,61-70,1319,20,4,1338,1,5,4,5,545,545
2429,Graduation,Divorced,72071.0,0,1,1,14-02-2013,2,2013,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,3,11,0,60,61-70,1320,20,4,1338,1,5,4,5,545,545
2797,Graduation,Married,72117.0,0,1,1,20-08-2013,8,2013,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,3,11,0,37,31-40,1321,26,34,1073,2,4,5,4,454,454
10936,Graduation,Married,72190.0,0,0,0,13-02-2013,2,2013,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,3,11,0,49,41-50,1322,16,79,1947,1,2,3,5,235,235
6262,Master,Single,72217.0,0,0,0,10-04-2013,4,2013,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,3,11,0,52,51-60,1323,22,93,1573,1,1,4,5,145,145
10736,Graduation,Single,72258.0,0,1,1,12-09-2013,9,2013,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,3,11,0,43,41-50,1324,22,28,1525,1,4,4,5,445,445
10057,Graduation,Single,72282.0,0,0,0,19-07-2013,7,2013,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,0,3,11,1,63,61-70,1325,22,70,1331,1,2,4,5,245,245
2004,Graduation,Single,72679.0,0,1,1,18-09-2013,9,2013,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,3,11,0,45,41-50,1326,17,65,1168,2,2,3,4,234,234
9212,Master,Married,72828.0,0,1,1,14-02-2013,2,2013,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,3,11,0,52,51-60,1327,28,17,1678,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
7972,Graduation,Single,72906.0,0,0,0,17-09-2013,9,2013,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,3,11,0,59,51-60,1328,17,79,1151,2,2,3,4,234,234
291,Graduation,Married,72940.0,0,0,0,19-06-2013,6,2013,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,3,11,0,44,41-50,1329,13,13,981,2,5,3,4,534,534
3867,PhD,Together,73059.0,0,1,1,31-08-2013,8,2013,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,3,11,0,67,61-70,1330,26,36,1095,2,4,5,4,454,454
3859,PhD,Together,73059.0,0,1,1,31-08-2013,8,2013,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,3,11,0,67,61-70,1331,26,36,1095,2,4,5,4,454,454
10505,Master,Together,73113.0,0,0,0,26-12-2013,12,2013,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,3,11,0,54,51-60,1332,15,86,1001,2,1,3,4,134,134
2736,Graduation,Married,73807.0,0,1,1,02-01-2013,1,2013,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,3,11,0,36,31-40,1333,23,88,849,2,1,5,4,154,154
6246,Graduation,Single,73892.0,0,0,0,13-11-2013,11,2013,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,0,3,11,1,61,61-70,1334,23,40,1507,1,3,5,5,355,355
5185,Graduation,Married,74268.0,0,0,0,14-02-2013,2,2013,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,3,11,0,59,51-60,1335,13,83,892,2,1,3,4,134,134
6203,Graduation,Together,74485.0,0,0,0,24-08-2013,8,2013,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,3,11,0,67,61-70,1336,26,58,1734,1,3,5,5,355,355
961,Graduation,Married,74716.0,0,1,1,12-09-2013,9,2013,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,3,11,0,42,41-50,1337,17,92,860,2,1,3,4,134,134
7143,2n Cycle,Together,74805.0,0,1,1,06-11-2013,11,2013,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,3,11,0,59,51-60,1338,26,14,820,2,5,5,4,554,554
1357,Graduation,Together,74854.0,1,2,1,08-04-2013,4,2013,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,3,11,0,44,41-50,1339,19,90,1562,1,1,4,5,145,145
3852,Master,Together,74881.0,1,1,1,08-03-2013,3,2013,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,3,11,0,53,51-60,1340,27,48,964,2,3,5,4,354,354
1000,Master,Together,74881.0,1,1,1,08-03-2013,3,2013,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,3,11,0,53,51-60,1341,27,48,964,2,3,5,4,354,354
9265,Graduation,Married,75027.0,0,1,1,09-01-2013,1,2013,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,3,11,0,61,61-70,1342,21,74,1390,1,2,4,5,245,245
257,PhD,Married,75032.0,0,1,1,28-04-2013,4,2013,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,3,11,0,55,51-60,1343,20,74,1215,2,2,4,5,245,245
3523,Graduation,Together,75072.0,0,1,1,23-01-2013,1,2013,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,3,11,0,52,51-60,1344,19,83,1073,2,1,4,4,144,144
4654,Graduation,Together,75114.0,0,0,0,07-11-2013,11,2013,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,3,11,0,22,21-30,1345,19,40,1253,2,3,4,5,345,345
2499,2n Cycle,Single,75342.0,0,1,1,06-05-2013,5,2013,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,3,11,0,56,51-60,1346,18,38,563,2,4,4,3,443,443
6200,Graduation,Married,75903.0,0,1,1,08-04-2013,4,2013,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,3,11,0,63,61-70,1347,23,50,901,2,3,5,4,354,354
10424,Graduation,Single,75922.0,0,0,0,09-12-2013,12,2013,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,3,11,0,46,41-50,1348,18,60,1295,2,2,4,5,245,245
375,Graduation,Divorced,76773.0,0,0,0,25-02-2013,2,2013,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,3,11,0,60,61-70,1349,16,79,1156,2,2,3,4,234,234
4002,PhD,Married,77037.0,0,1,1,13-10-2013,10,2013,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,3,11,0,54,51-60,1350,27,3,1123,2,5,5,4,554,554
10486,Graduation,Married,77142.0,0,0,0,29-05-2013,5,2013,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,3,11,0,66,61-70,1351,17,54,990,2,3,3,4,334,334
5077,Graduation,Together,77298.0,0,1,1,02-11-2013,11,2013,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,3,11,0,35,31-40,1352,24,46,969,2,3,5,4,354,354
6173,Graduation,Together,77298.0,0,1,1,02-11-2013,11,2013,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,3,11,0,35,31-40,1353,24,46,969,2,3,5,4,354,354
3197,Graduation,Married,77353.0,0,1,1,16-12-2013,12,2013,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,3,11,0,34,31-40,1354,20,38,670,2,4,4,4,444,"Balanced Value Customers - Moderate in recency, frequency, and monetary"
4322,PhD,Together,77863.0,0,0,0,27-11-2013,11,2013,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,3,11,0,56,51-60,1355,20,20,1291,2,4,4,5,445,445
5883,Graduation,Married,77981.0,1,0,1,26-05-2013,5,2013,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,3,11,0,42,41-50,1356,21,78,664,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
9952,Master,Together,78093.0,0,0,0,11-12-2013,12,2013,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,3,11,0,67,61-70,1357,17,53,1105,2,3,3,4,334,334
6406,Master,Married,78285.0,0,0,0,28-10-2013,10,2013,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,3,11,0,26,21-30,1358,21,13,1427,1,5,4,5,545,545
5989,2n Cycle,Divorced,78353.0,0,1,1,16-04-2013,4,2013,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,3,11,0,55,51-60,1359,24,51,1576,1,3,5,5,355,355
5302,Graduation,Together,78394.0,0,0,0,15-02-2013,2,2013,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,0,3,11,1,28,21-30,1360,16,13,1428,1,5,3,5,535,535
8601,Graduation,Married,80011.0,0,1,1,29-04-2013,4,2013,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,3,11,0,34,31-40,1361,21,3,1395,1,5,4,5,545,545
7428,Graduation,Together,80144.0,0,0,0,30-09-2013,9,2013,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,3,11,0,39,31-40,1362,19,47,1367,1,3,4,5,345,345
2730,Graduation,Single,80317.0,0,0,0,20-08-2013,8,2013,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,3,11,0,59,51-60,1363,18,64,1231,2,2,4,5,245,245
7849,PhD,Married,80336.0,0,0,0,09-09-2013,9,2013,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,3,11,0,44,41-50,1364,25,12,1052,2,5,5,4,554,554
1065,Graduation,Single,80695.0,0,0,0,29-12-2013,12,2013,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,3,11,0,51,51-60,1365,19,85,1918,1,1,4,5,145,145
4687,Master,Married,80739.0,0,0,0,23-05-2013,5,2013,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,3,11,0,56,51-60,1366,24,92,1633,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
7966,Graduation,Single,80982.0,1,1,1,08-01-2013,1,2013,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,3,11,0,55,51-60,1367,30,48,1191,2,3,5,5,355,355
2150,PhD,Widow,80995.0,0,1,1,11-05-2013,5,2013,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,3,11,0,56,51-60,1368,22,83,1482,1,1,4,5,145,145
2079,2n Cycle,Married,81044.0,0,0,0,27-12-2013,12,2013,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,3,11,0,67,61-70,1369,22,0,1208,2,5,4,5,545,545
203,Master,Single,81169.0,0,0,0,14-04-2013,4,2013,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,3,11,0,39,31-40,1370,22,47,2089,1,3,4,5,345,345
6071,Graduation,Single,81217.0,0,0,0,19-07-2013,7,2013,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,3,11,0,25,21-30,1371,22,77,1157,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
295,Graduation,Single,81217.0,0,0,0,19-07-2013,7,2013,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,3,11,0,25,21-30,1372,22,77,1157,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
8624,Graduation,Married,81320.0,0,0,0,06-02-2013,2,2013,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,3,11,0,56,51-60,1373,18,61,928,2,2,4,4,244,"High Frequency but Low Spend Customers - Moderate recency, high frequency, but low spenders"
3503,Graduation,Divorced,82460.0,0,0,0,02-12-2013,12,2013,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,3,11,0,64,61-70,1374,15,78,974,2,2,3,4,234,234
5332,2n Cycle,Married,82504.0,0,0,0,27-07-2013,7,2013,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,3,11,0,54,51-60,1375,17,2,1066,2,5,3,4,534,534
1411,Graduation,Divorced,82623.0,0,0,0,10-11-2013,11,2013,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,3,11,0,62,61-70,1376,16,58,940,2,3,3,4,334,334
9930,PhD,Single,82716.0,0,0,0,05-11-2013,11,2013,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,3,11,0,70,71-80,1377,28,8,1167,2,5,5,4,554,554
10163,PhD,Single,82733.0,0,0,0,10-09-2013,9,2013,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,0,3,11,1,30,31-40,1378,20,28,1323,1,4,4,5,445,445
8923,Graduation,Single,83917.0,0,0,0,18-04-2013,4,2013,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,0,3,11,1,41,41-50,1379,21,12,1587,1,5,4,5,545,545
6422,Graduation,Married,86718.0,0,0,0,17-01-2013,1,2013,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,3,11,0,60,61-70,1380,17,20,1270,2,4,3,5,435,435
11181,PhD,Married,156924.0,0,0,0,29-08-2013,8,2013,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,65,61-70,1381,0,85,8,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
4931,Graduation,Together,157146.0,0,0,0,29-04-2013,4,2013,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,3,11,0,37,31-40,1382,28,13,1730,1,5,5,5,555,"Low Value Customers - Least valuable, infrequent, and low spenders"
5336,Master,Together,157733.0,1,0,1,04-06-2013,6,2013,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,3,11,0,43,41-50,1383,2,37,59,0,4,1,2,412,412
1503,PhD,Together,162397.0,1,1,1,03-06-2013,6,2013,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,11,0,38,31-40,1384,1,31,107,0,4,1,2,412,412
2296,Master,Married,37368.0,1,0,1,16-12-2013,12,2013,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,1,0,3,11,0,39,31-40,1399,4,4,30,0,5,1,1,511,"New Customers - Low recency, frequent, and low spenders"
966,Graduation,Married,44529.0,0,1,1,05-07-2013,7,2013,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,1,0,3,11,0,48,41-50,1400,25,98,691,2,1,5,4,154,154
146,PhD,Single,76045.0,0,0,0,15-11-2013,11,2013,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,1,0,3,11,0,54,51-60,1401,21,78,1323,1,2,4,5,245,245
4646,2n Cycle,Married,78497.0,0,0,0,01-12-2013,12,2013,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,1,0,3,11,0,63,61-70,1402,25,44,978,2,3,5,4,354,354
6274,Master,Married,83790.0,0,0,0,15-11-2013,11,2013,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,1,0,3,11,0,66,61-70,1403,25,81,1615,1,1,5,5,155,"Low Frequency but High Spend Customers - Low recency, infrequent, but high spenders"
8162,Master,Together,14661.0,0,0,0,01-01-2013,1,2013,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0,58,51-60,1404,5,88,26,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
5835,PhD,Divorced,14849.0,1,0,1,02-07-2013,7,2013,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,3,11,0,38,31-40,1405,9,39,65,0,4,2,2,422,422
6516,Basic,Married,17487.0,1,0,1,18-03-2013,3,2013,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0,25,21-30,1406,4,37,18,0,4,1,1,411,411
4259,Master,Single,19485.0,2,0,1,24-09-2013,9,2013,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0,28,21-30,1407,4,80,10,0,1,1,1,111,"VIP Customers - Highly valuable, frequent, and big spenders"
5316,Master,Together,21024.0,0,0,0,04-07-2013,7,2013,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,3,11,0,38,31-40,1408,7,89,84,0,1,2,2,122,122
9491,Graduation,Together,23976.0,1,0,1,27-12-2013,12,2013,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,3,11,0,30,31-40,1409,10,68,66,0,2,2,2,222,222
6642,Graduation,Divorced,27215.0,2,1,1,23-01-2013,1,2013,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,3,11,0,53,51-60,1410,11,50,102,0,3,2,2,322,"Frequent but Low Value Customers - High recency, frequent, but low spenders"
5268,Graduation,Married,29440.0,1,1,1,11-08-2013,8,2013,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,3,11,0,54,51-60,1411,7,95,56,0,1,2,2,122,122
